iter	Logloss
189	0.4353448603
190	0.4343120624
191	0.4336255932
192	0.4329516493
193	0.4321255862
194	0.4312757449
195	0.4305290758
196	0.4295026111
197	0.4287544408
198	0.4279209939
199	0.4272021204
200	0.4264213702
201	0.425885134
202	0.4252899264
203	0.4246241017
204	0.4239882128
205	0.4230591264
206	0.4224587481
207	0.4216505912
208	0.4210703295
209	0.4205115058
210	0.4198837009
211	0.4190045727
212	0.4180869701
213	0.4173931041
214	0.4165915438
215	0.4160189559
216	0.415367483
217	0.4144754966
218	0.4137995486
219	0.4132434574
220	0.4126706571
221	0.4116613086
222	0.4112365362
223	0.4106759389
224	0.4100870497
225	0.4095631498
226	0.4090164346
227	0.4085202259
228	0.4073997608
229	0.406874561
230	0.4062951919
231	0.4056445123
232	0.4050675268
233	0.4045073957
234	0.4037365823
235	0.4029044176
236	0.4021695159
237	0.4013183828
238	0.4007861579
239	0.4002490011
240	0.3991457877
241	0.3984138753
242	0.3978092533
243	0.3971355444
244	0.39658186
245	0.3960030809
246	0.3953800565
247	0.3947750772
248	0.3940513155
249	0.3935581007
250	0.3929566478
251	0.3925040569
252	0.3918087818
253	0.3911572975
254	0.3906150813
255	0.390030773
256	0.3892854644
257	0.3887107159
258	0.3881740167
259	0.3876738386
260	0.3870760171
261	0.3864778594
262	0.3859082402
263	0.3850573135
264	0.3844402637
265	0.383877012
266	0.3833094561
267	0.3828023258
268	0.3821058804
269	0.38160679
270	0.3810812335
271	0.3805236379
272	0.3799959041
273	0.379449274
274	0.378954874
275	0.3784136337
276	0.3778767585
277	0.3773576468
278	0.3766376366
279	0.3759401623
280	0.3750498364
281	0.374462607
282	0.3739358672
283	0.3733149886
284	0.3727853601
285	0.3723439746
286	0.3718609416
287	0.3712592184
288	0.3707468181
289	0.3702435005
290	0.3698145242
291	0.3693856866
292	0.3688790849
293	0.3683196728
294	0.367868069
295	0.3674586181
296	0.366968506
297	0.3665381736
298	0.3661630323
299	0.3655307456
300	0.365099357
301	0.3646632935
302	0.3640162555
303	0.3636541329
304	0.363133759
305	0.3624286957
306	0.3617188561
307	0.3611679818
308	0.3606411452
309	0.3600914475
310	0.359582636
311	0.3590796012
312	0.3585986602
313	0.3581131739
314	0.3573547288
315	0.3568973851
316	0.356448313
317	0.3560089319
318	0.3555982637
319	0.355180953
320	0.3547116481
321	0.3541752899
322	0.3534951776
323	0.3530121435
324	0.3525717252
325	0.3520537324
326	0.3514230265
327	0.3508092291
328	0.3502915043
329	0.3495509405
330	0.3490438749
331	0.3485528714
332	0.3481505051
333	0.3475585815
334	0.3471535286
335	0.3465588019
336	0.3460783248
337	0.3456138007
338	0.3449054225
339	0.3444451641
340	0.3438638444
341	0.3433954889
342	0.3427915672
343	0.3423242364
344	0.3418083667
345	0.341399619
346	0.3409171558
347	0.3403123541
348	0.3397461452
349	0.3391624101
350	0.3385445793
351	0.3380066012
352	0.3373416809
353	0.3368661719
354	0.3363947598
355	0.3360061571
356	0.3356034535
357	0.3351937427
358	0.3348135787
359	0.3341422474
360	0.3336758067
361	0.3332066969
362	0.3328861551
363	0.3325243354
364	0.3321927874
365	0.3317533891
366	0.3312028942
367	0.3307723208
368	0.3304249784
369	0.3299505069
370	0.3295376604
371	0.3290048309
372	0.3286328661
373	0.3282745265
374	0.3279208397
375	0.327543443
376	0.3269823227
377	0.3265614227
378	0.3261921409
379	0.3257674733
380	0.3253408211
381	0.324703655
382	0.3243251229
383	0.3239141851
384	0.3234801731
385	0.3228859761
386	0.3223679453
387	0.3219213767
388	0.321477845
389	0.3210997163
390	0.3207580312
391	0.3204137468
392	0.3200284521
393	0.319301964
394	0.3188050187
395	0.3184542306
396	0.3179105509
397	0.3175076627
398	0.3171180259
399	0.3167029701
400	0.3162836183
401	0.3158445873
402	0.315472778
403	0.3151551711
404	0.3148073139
405	0.3144777333
406	0.3140884591
407	0.3137982693
408	0.3133177708
409	0.312931287
410	0.3125319096
411	0.312211836
412	0.3119209252
413	0.3116001662
414	0.3110722933
415	0.3107203315
416	0.3104514052
417	0.310199375
418	0.3097659271
419	0.3094495724
420	0.3090479147
421	0.3087061753
422	0.3084040082
423	0.3078938663
424	0.3076111761
425	0.3072122451
426	0.3067157347
427	0.3064339295
428	0.306062545
429	0.3056202141
430	0.3053484934
431	0.3050515739
432	0.3045756616
433	0.3041419457
434	0.3038522761
435	0.303564241
436	0.3032424021
437	0.3027903354
438	0.3024360589
439	0.3019689731
440	0.301474496
441	0.3011840356
442	0.3006317864
443	0.3003209933
444	0.3000319812
445	0.2997727157
446	0.2994376054
447	0.2990936144
448	0.2988189649
449	0.2983723935
450	0.2980977643
451	0.2977862305
452	0.2975089183
453	0.2972202088
454	0.2969359792
455	0.2965821777
456	0.2963190169
457	0.2960602497
458	0.2957211504
459	0.2954441543
460	0.2951647613
461	0.2947005859
462	0.2944304748
463	0.2941532712
464	0.293862098
465	0.2934380222
466	0.2931255887
467	0.2926492963
468	0.2923025919
469	0.29205443
470	0.2917075238
471	0.2914540053
472	0.2911210299
473	0.2907353125
474	0.2904081738
475	0.2901224287
476	0.2898726158
477	0.2895657588
478	0.2892248876
479	0.2887332148
480	0.2884387747
481	0.2881844137
482	0.2877598266
483	0.2874999874
484	0.2871567139
485	0.2868462343
486	0.2865194324
487	0.2861376334
488	0.2859398057
489	0.2856711022
490	0.2853765971
491	0.2849452234
492	0.2847299629
493	0.2843862266
494	0.2841053658
495	0.2836922544
496	0.2833867955
497	0.2830620061
498	0.2827325123
499	0.2824916248
500	0.2822744775
501	0.2820240182
502	0.2818100881
503	0.2814972309
504	0.2812046787
505	0.2809245563
506	0.280533107
507	0.2801852171
508	0.2797532308
509	0.2794471859
510	0.2790143752
511	0.2787284396
512	0.2784661531
513	0.2780896042
514	0.2777988682
515	0.2775507133
516	0.2771545731
517	0.2768637423
518	0.2765449541
519	0.2763238066
520	0.2759847193
521	0.2755913755
522	0.2753424627
523	0.2750853348
524	0.2748556905
525	0.2746376179
526	0.2744225194
527	0.2741488772
528	0.2739011539
529	0.2736855699
530	0.2734201528
531	0.2731494658
532	0.2728331408
533	0.2726040585
534	0.2723267874
535	0.2720368145
536	0.2717755264
537	0.2715639721
538	0.2712613114
539	0.2710327633
540	0.2707475809
541	0.2705123012
542	0.2701511139
543	0.2699538903
544	0.269582527
545	0.2693385219
546	0.2690699208
547	0.2687967381
548	0.268591417
549	0.2683283183
550	0.2681246513
551	0.2678532392
552	0.2675749284
553	0.2673279546
554	0.2670655763
555	0.2668443388
556	0.2664931104
557	0.2661100155
558	0.2658499938
559	0.2656031217
560	0.2653383692
561	0.265076418
562	0.2648874444
563	0.2645460697
564	0.2643261496
565	0.263984154
566	0.2636001053
567	0.2633271175
568	0.2630294664
569	0.2628158529
570	0.2625505208
571	0.262228107
572	0.2620063226
573	0.2617490821
574	0.2614815814
575	0.2612275981
576	0.2609614591
577	0.2606990233
578	0.2605097071
579	0.2602563409
580	0.2600112501
581	0.2597560978
582	0.259422612
583	0.2592088375
584	0.2589080224
585	0.2585427134
586	0.2583598046
587	0.2580450761
588	0.2577894498
589	0.2574467511
590	0.2571038451
591	0.256936035
592	0.2566126305
593	0.2563482099
594	0.2560733103
595	0.2558218122
596	0.2554448836
597	0.2550515652
598	0.2548086931
599	0.2546152406
600	0.2542872724
601	0.2539172243
602	0.2537258745
603	0.2534906964
604	0.2533013059
605	0.2529636994
606	0.2526154564
607	0.2523440623
608	0.2520639178
609	0.2518019929
610	0.2516049611
611	0.2512942139
612	0.2510924282
613	0.2508940687
614	0.2506920404
615	0.2505088025
616	0.2502568567
617	0.2499967264
618	0.2497475216
619	0.2494626101
620	0.2492653126
621	0.2490647825
622	0.2488622686
623	0.2486478428
624	0.2483206691
625	0.2480484511
626	0.2478139962
627	0.2476668886
628	0.2474047949
629	0.2472163782
630	0.2470239315
631	0.2467438445
632	0.2465805663
633	0.2463487765
634	0.2461139891
635	0.2457947264
636	0.2454621854
637	0.2451965916
638	0.2449460825
639	0.2446879971
640	0.2444897257
641	0.2441771684
642	0.2439504977
643	0.2437690283
644	0.24360192
645	0.2434033575
646	0.2431009892
647	0.2428931435
648	0.2426306824
649	0.2424166918
650	0.2422121092
651	0.241984176
652	0.2417920036
653	0.2416007491
654	0.2413159521
655	0.2411480462
656	0.2408714433
657	0.2406879228
658	0.2403405028
659	0.2401395642
660	0.2398650062
661	0.2397090455
662	0.2395013421
663	0.2392936593
664	0.2391172498
665	0.2389000097
666	0.2386656178
667	0.2384792131
668	0.2382922696
669	0.2380179414
670	0.2378467903
671	0.2376326661
672	0.2373194125
673	0.2370996482
674	0.2368489523
675	0.236613397
676	0.2364385303
677	0.2361570806
678	0.235988497
679	0.2356499142
680	0.2353187143
681	0.2351541428
682	0.2348856835
683	0.2346960317
684	0.2344498144
685	0.2341907489
686	0.2340089305
687	0.2338341762
688	0.2336390961
689	0.233381871
690	0.2331961881
691	0.2329771264
692	0.2328085556
693	0.2325781027
694	0.2323700221
695	0.2321794607
696	0.2319574512
697	0.231727336
698	0.231554893
699	0.231303096
700	0.2310889251
701	0.230881591
702	0.2306271858
703	0.2303992969
704	0.2302020974
705	0.2299982964
706	0.2298295764
707	0.2295323619
708	0.2293600322
709	0.2291814598
710	0.2290164099
711	0.2287615166
712	0.2285775979
713	0.2283580359
714	0.2280643446
715	0.227879572
716	0.2277082587
717	0.2275240654
718	0.2273647339
719	0.227195048
720	0.2270110597
721	0.2268633015
722	0.2266377673
723	0.2264835175
724	0.2262620877
725	0.2260850586
726	0.2259148403
727	0.2257399098
728	0.2254993677
729	0.2253088698
730	0.2250663773
731	0.2249165765
732	0.2246718334
733	0.2244845083
734	0.2242904305
735	0.2240747101
736	0.223915196
737	0.223770415
738	0.2235500332
739	0.2233653265
740	0.2231103421
741	0.2228422246
742	0.2226138845
743	0.2223326809
744	0.2221561186
745	0.2220068914
746	0.221875576
747	0.2216938288
748	0.2215231233
749	0.2213060639
750	0.2210902732
751	0.2209207742
752	0.220655805
753	0.2204193332
754	0.2202453583
755	0.2199050399
756	0.2197044566
757	0.2195457732
758	0.2193764219
759	0.2192090242
760	0.219049408
761	0.218840453
762	0.2186216865
763	0.2184750893
764	0.2183616625
765	0.2182268024
766	0.2179702735
767	0.2177535679
768	0.2175763559
769	0.2173317266
770	0.2170957691
771	0.2169434598
772	0.2167378953
773	0.2165237541
774	0.2163454151
775	0.2161344996
776	0.2159670282
777	0.2157618147
778	0.2155644568
779	0.2153812531
780	0.2151399391
781	0.2150065452
782	0.2147901846
783	0.2146121985
784	0.2144253635
785	0.2142510885
786	0.2140894363
787	0.2139206968
788	0.2137943257
789	0.213556291
790	0.2133752197
791	0.2132403585
792	0.2130160683
793	0.2128516011
794	0.2126668825
795	0.2124449255
796	0.212282073
797	0.2121183649
798	0.21194836
799	0.2117407716
800	0.2115675173
801	0.2114249254
802	0.2112093781
803	0.2110679283
804	0.2109163896
805	0.2107692426
806	0.2106047079
807	0.210407051
808	0.2101917542
809	0.2100747095
810	0.2099413938
811	0.2097103604
812	0.209564889
813	0.209414943
814	0.2092358676
815	0.2090730393
816	0.2089166709
817	0.2088012781
818	0.2086704689
819	0.2085262976
820	0.2083829242
821	0.2082582003
822	0.2080309821
823	0.2078276268
824	0.2076803971
825	0.2075362398
826	0.207393798
827	0.2072388755
828	0.2070808682
829	0.2069204615
830	0.2068055569
831	0.2066577231
832	0.2064070672
833	0.2062419219
834	0.2060199268
835	0.205873663
836	0.2057158508
837	0.2055575538
838	0.2054093839
839	0.2052422142
840	0.2050465391
841	0.2048322339
842	0.204685484
843	0.2044644102
844	0.2043197832
845	0.2041982545
846	0.2039854404
847	0.2038106367
848	0.2036589032
849	0.2034875166
850	0.2033536528
851	0.2031659508
852	0.2030256991
853	0.2028501121
854	0.2027172652
855	0.2025278138
856	0.2023969153
857	0.2022416521
858	0.2020804801
859	0.201920786
860	0.201743669
861	0.201605805
862	0.2014612719
863	0.2013229496
864	0.2011289168
865	0.2009562246
866	0.2008155137
867	0.2007202575
868	0.200591269
869	0.2004487283
870	0.2003318229
871	0.2001847384
872	0.2000270476
873	0.1998454974
874	0.1997242341
875	0.1995084421
876	0.1993840184
877	0.1992179188
878	0.1990588145
879	0.19886607
880	0.1986726385
881	0.1985459659
882	0.198361436
883	0.1982374818
884	0.1980439605
885	0.1978362172
886	0.1976895417
887	0.1974718726
888	0.1972585352
889	0.1970519749
890	0.1969000223
891	0.1967218431
892	0.1965926309
893	0.1964437768
894	0.1962533221
895	0.1961328878
896	0.1958692101
897	0.1957233455
898	0.1955965939
899	0.1954615901
900	0.1953309805
901	0.1952409323
902	0.1950933397
903	0.1949844249
904	0.1948708565
905	0.1947318122
906	0.1945303978
907	0.1944060131
908	0.194290414
909	0.1941121294
910	0.1939863513
911	0.1938074807
912	0.1936732302
913	0.1935515703
914	0.1934079586
915	0.193287109
916	0.1931675627
917	0.1930421152
918	0.1929401686
919	0.1927894626
920	0.1926611819
921	0.1923694152
922	0.1920368644
923	0.191948084
924	0.1918138404
925	0.191646381
926	0.191475773
927	0.1913104748
928	0.1911856321
929	0.1910475307
930	0.1908620167
931	0.1907317189
932	0.1906300878
933	0.1904985208
934	0.1903756937
935	0.1902421708
936	0.1901189579
937	0.1899467905
938	0.18982058
939	0.1896703609
940	0.1894968452
941	0.1893251012
942	0.1891953012
943	0.1890504846
944	0.1888822706
945	0.1887673517
946	0.1886216139
947	0.1884756605
948	0.188301442
949	0.1881515066
950	0.1880305447
951	0.1878313747
952	0.1876437596
953	0.1875345948
954	0.1874134139
955	0.1871870419
956	0.1870613761
957	0.1869599419
958	0.1868421045
959	0.1866587696
960	0.1865034158
961	0.1863576327
962	0.1862123729
963	0.186070766
964	0.1859593316
965	0.185847137
966	0.1857246055
967	0.1854798452
968	0.185338614
969	0.1851515207
970	0.1849890527
971	0.1848740841
972	0.1847866955
973	0.1846793097
974	0.184511456
975	0.1843905555
976	0.1842837092
977	0.1841060812
978	0.1840013979
979	0.1838493693
980	0.1837335813
981	0.1836058106
982	0.1834022187
983	0.183253276
984	0.1831242073
985	0.183005824
986	0.1828362286
987	0.1827179249
988	0.1826100024
989	0.1824972945
990	0.1822700954
991	0.1821677664
992	0.1820478778
993	0.1819446135
994	0.1817673778
995	0.1816503857
996	0.1815547372
997	0.18144303
998	0.1812742461
999	0.1811303625
1000	0.1810247092
1001	0.1809016831
1002	0.1807947861
1003	0.1806593119
1004	0.1804735434
1005	0.1803427031
1006	0.1802327974
1007	0.1800781689
1008	0.1799526057
1009	0.1798080308
1010	0.1797022851
1011	0.1795729766
1012	0.179462443
1013	0.1793462357
1014	0.1792213781
1015	0.1790483732
1016	0.1789236995
1017	0.1787653378
1018	0.1786687295
1019	0.1785616696
1020	0.1784792043
1021	0.1783541091
1022	0.1782432278
1023	0.1781088988
1024	0.1779944159
1025	0.1778347465
1026	0.1776811122
1027	0.1775722122
1028	0.1774764083
1029	0.1773673744
1030	0.1772738776
1031	0.1771671267
1032	0.1770026446
1033	0.1768916183
1034	0.1767436575
1035	0.1766260327
1036	0.1765189353
1037	0.1763983439
1038	0.1761869143
1039	0.1760567973
1040	0.1759413165
1041	0.1757854632
1042	0.1756799939
1043	0.17557799
1044	0.1754242168
1045	0.1752852875
1046	0.1751681336
1047	0.1750399099
1048	0.174909144
1049	0.174790391
1050	0.1746453525
1051	0.1745407486
1052	0.1744235059
1053	0.1743124702
1054	0.1741879691
1055	0.1741080728
1056	0.1739679889
1057	0.1738686063
1058	0.1737734129
1059	0.1736732439
1060	0.1735460168
1061	0.1734164629
1062	0.1733126096
1063	0.1731653411
1064	0.1730444732
1065	0.1729210027
1066	0.1727671534
1067	0.1726666444
1068	0.1725518815
1069	0.1724264853
1070	0.172299196
1071	0.1721442288
1072	0.1720330449
1073	0.1719075455
1074	0.171764491
1075	0.1716064632
1076	0.1714629925
1077	0.171364179
1078	0.1711975844
1079	0.1710824453
1080	0.170990233
1081	0.1709110047
1082	0.1708105144
1083	0.1706876379
1084	0.1705307067
1085	0.1703933525
1086	0.1702872697
1087	0.1701964077
1088	0.1700769992
1089	0.1699831742
1090	0.1698504261
1091	0.1697521307
1092	0.1696241827
1093	0.1695264232
1094	0.1694244772
1095	0.1692867435
1096	0.1691982432
1097	0.1691022295
1098	0.1689424643
1099	0.1688387382
1100	0.1687032235
1101	0.1685888413
1102	0.1684753613
1103	0.1683371372
1104	0.1682339881
1105	0.1681270552
1106	0.1680444464
1107	0.1679428447
1108	0.1678553305
1109	0.1676968901
1110	0.1675958867
1111	0.1674202764
1112	0.1673183755
1113	0.1672233343
1114	0.1670480134
1115	0.1669401478
1116	0.1668423248
1117	0.1667749638
1118	0.1666385465
1119	0.166527252
1120	0.1663865434
1121	0.1662591837
1122	0.1661865977
1123	0.1660901551
1124	0.1659775562
1125	0.1658997564
1126	0.1658135955
1127	0.1657236725
1128	0.1656321548
1129	0.1655411753
1130	0.165425527
1131	0.1653031759
1132	0.1651762986
1133	0.1650808701
1134	0.1649822611
1135	0.164877801
1136	0.1647295844
1137	0.1646163158
1138	0.1645082693
1139	0.1643910243
1140	0.164253945
1141	0.1641635921
1142	0.1640566762
1143	0.1639525702
1144	0.1638418458
1145	0.163753641
1146	0.1636352794
1147	0.1635325418
1148	0.1634084881
1149	0.1632587936
1150	0.1631356161
1151	0.1630680877
1152	0.1629807064
1153	0.1628719733
1154	0.1627880222
1155	0.1626496893
1156	0.1625278783
1157	0.1624289716
1158	0.1623330834
1159	0.1621975967
1160	0.1620864089
1161	0.1619963708
1162	0.1618931364
1163	0.161770264
1164	0.1616788889
1165	0.1615904535
1166	0.1614738691
1167	0.1613980275
1168	0.1613085416
1169	0.1612189352
1170	0.1610982416
1171	0.1609014834
1172	0.1608064164
1173	0.1606629869
1174	0.1605530847
1175	0.1603902898
1176	0.1602651076
1177	0.1602022659
1178	0.160071328
1179	0.1599716328
1180	0.1598763018
1181	0.1597713994
1182	0.1596766265
1183	0.1595841237
1184	0.1595272691
1185	0.1594214537
1186	0.1592928123
1187	0.159226633
1188	0.15913599
1189	0.1590006684
1190	0.1588756334
1191	0.1587245713
1192	0.1586310548
1193	0.1584963925
1194	0.1583816022
1195	0.1583029175
1196	0.1581793566
1197	0.1580586874
1198	0.1579458714
1199	0.1578879829
1200	0.1577934157
1201	0.157705293
1202	0.1576176318
1203	0.1575301173
1204	0.1574151093
1205	0.1572912598
1206	0.1572099616
1207	0.1571000131
1208	0.1569707837
1209	0.1568638627
1210	0.1567882242
1211	0.156662382
1212	0.156536428
1213	0.1564224043
1214	0.1563342556
1215	0.1562539709
1216	0.1561680415
1217	0.1560151195
1218	0.1559333251
1219	0.1558152166
1220	0.1556694206
1221	0.1555602988
1222	0.1554302218
1223	0.1553204467
1224	0.1552376328
1225	0.155140053
1226	0.1550404928
1227	0.1549491657
1228	0.1548584911
1229	0.1547755893
1230	0.1546697328
1231	0.1545750837
1232	0.1544871959
1233	0.154387401
1234	0.1542883397
1235	0.1541883517
1236	0.1540752018
1237	0.1539799221
1238	0.1538900605
1239	0.1538104641
1240	0.1536942275
1241	0.1536075887
1242	0.1535191316
1243	0.1533989542
1244	0.1533085675
1245	0.1531860861
1246	0.1530495923
1247	0.152969855
1248	0.15288327
1249	0.1527641199
1250	0.1526536831
1251	0.1525442725
1252	0.1524389908
1253	0.1523455019
1254	0.1522059556
1255	0.1520907859
1256	0.1519765976
1257	0.1518860109
1258	0.1518353719
1259	0.1517084069
1260	0.1515976473
1261	0.1515208148
1262	0.1514359843
1263	0.151339589
1264	0.1512629594
1265	0.1511604033
1266	0.1510898407
1267	0.1509581311
1268	0.1508806487
1269	0.1507999949
1270	0.1506954429
1271	0.150587846
1272	0.15051628
1273	0.1504056414
1274	0.1503194982
1275	0.150164524
1276	0.1500908088
1277	0.1500021161
1278	0.1499340882
1279	0.1498112619
1280	0.1497427449
1281	0.1496477781
1282	0.1495501889
1283	0.1494392274
1284	0.149344913
1285	0.1492525327
1286	0.149147915
1287	0.1490311781
1288	0.148932884
1289	0.1488586848
1290	0.1487821657
1291	0.148659799
1292	0.1485551387
1293	0.1484537927
1294	0.1483803789
1295	0.1483710485
1296	0.1482975349
1297	0.1480929049
1298	0.1480038136
1299	0.1479062133
1300	0.147817654
1301	0.1477366941
1302	0.1476455059
1303	0.1475639434
1304	0.1473632501
1305	0.1472806746
1306	0.1471989844
1307	0.1471092567
1308	0.147037308
1309	0.1469417065
1310	0.1468703289
1311	0.1467808774
1312	0.1467007999
1313	0.1465734016
1314	0.1464957651
1315	0.1464914895
1316	0.1464029733
1317	0.1462852932
1318	0.1461872184
1319	0.1460999531
1320	0.1460178353
1321	0.1459333168
1322	0.1458484576
1323	0.1457512658
1324	0.1456572996
1325	0.1455871953
1326	0.1454824295
1327	0.1454217956
1328	0.1453410584
1329	0.1452370536
1330	0.1451656263
1331	0.1450887795
1332	0.1450503062
1333	0.1449529724
1334	0.1449416355
1335	0.1448205752
1336	0.1447468653
1337	0.144680287
1338	0.1446009919
1339	0.1445354904
1340	0.1444265618
1341	0.1443472251
1342	0.1442314987
1343	0.1441666953
1344	0.1439912647
1345	0.1439008826
1346	0.1438105686
1347	0.1437189042
1348	0.1436257401
1349	0.1435363415
1350	0.1434370709
1351	0.1433951547
1352	0.1433065399
1353	0.1431961504
1354	0.14311667
1355	0.143041323
1356	0.1429390104
1357	0.1428409339
1358	0.1427019275
1359	0.1426013356
1360	0.1425310127
1361	0.1424408874
1362	0.1423325011
1363	0.1422514549
1364	0.1422022391
1365	0.1421243777
1366	0.1420523424
1367	0.1419862516
1368	0.141930669
1369	0.1418341511
1370	0.1417506228
1371	0.1416845282
1372	0.1416745703
1373	0.1415756081
1374	0.1414399643
1375	0.1413370731
1376	0.1411848792
1377	0.1410471444
1378	0.1409694776
1379	0.1408805163
1380	0.1408080829
1381	0.1407495024
1382	0.140687644
1383	0.140633596
1384	0.1405741856
1385	0.1404856038
1386	0.1403703212
1387	0.140289215
1388	0.140186388
1389	0.1400865913
1390	0.1399419173
1391	0.1398634669
1392	0.1397890919
1393	0.1396875971
1394	0.1396236021
1395	0.1395488828
1396	0.1394766774
1397	0.1392969536
1398	0.1392164135
1399	0.139141044
1400	0.1390715213
1401	0.1389752298
1402	0.1388811836
1403	0.1387646923
1404	0.1386742982
1405	0.138605439
1406	0.1385852372
1407	0.1385100346
1408	0.1384434594
1409	0.1383550652
1410	0.1382780785
1411	0.138204432
1412	0.1381342991
1413	0.1380709783
1414	0.137998246
1415	0.1379325244
1416	0.13784003
1417	0.1377638551
1418	0.1377019315
1419	0.137604907
1420	0.137532174
1421	0.1374812808
1422	0.1373968006
1423	0.1373204558
1424	0.1372488563
1425	0.1371591115
1426	0.1371542453
1427	0.137096188
1428	0.1369513481
1429	0.1368804365
1430	0.1368001995
1431	0.1367191951
1432	0.1366684368
1433	0.136553932
1434	0.1364779546
1435	0.1363800267
1436	0.1362989806
1437	0.1362236776
1438	0.1361324359
1439	0.1360684509
1440	0.1360076953
1441	0.1359326712
1442	0.1358734453
1443	0.1357737111
1444	0.1357108308
1445	0.135620539
1446	0.135577879
1447	0.1354722032
1448	0.1354054083
1449	0.1353396101
1450	0.1352655499
1451	0.1352495861
1452	0.1351502482
1453	0.1350573395
1454	0.1349865397
1455	0.1349345951
1456	0.1348677703
1457	0.1348006218
1458	0.1347964302
1459	0.1347244468
1460	0.1346421924
1461	0.1345772731
1462	0.1345721185
1463	0.1344894961
1464	0.1344109435
1465	0.1343410246
1466	0.1342464966
1467	0.1341418697
1468	0.1341396731
1469	0.1340622847
1470	0.1340066146
1471	0.1339133113
1472	0.1338318608
1473	0.1337735381
1474	0.133694111
1475	0.133605028
1476	0.1335098949
1477	0.1334294117
1478	0.1333613795
1479	0.1332750374
1480	0.1331989495
1481	0.1331266017
1482	0.1330369571
1483	0.1329560696
1484	0.1328784149
1485	0.1328621811
1486	0.1328011746
1487	0.1327381547
1488	0.1326522671
1489	0.1326135891
1490	0.1325660569
1491	0.1324727664
1492	0.1323810378
1493	0.1323214485
1494	0.1322370663
1495	0.1322209489
1496	0.1321333362
1497	0.1320424882
1498	0.1319631824
1499	0.131903475
1500	0.131829348
1501	0.1317674935
1502	0.1316701735
1503	0.1315880997
1504	0.1315066116
1505	0.1314298361
1506	0.1313590828
1507	0.1313016454
1508	0.131197842
1509	0.1311339588
1510	0.1310698053
1511	0.1309592727
1512	0.1309206553
1513	0.1308578083
1514	0.1307917946
